Agent,ELO,Wins,Losses,Draws,Win%
NEAT-_gen03,AlphaGo-128_g1000_e10_20250509-072804,16,9,0
NEAT-_gen03,AlphaGo-128_g20_e6_20250325-192146,12,13,0
NEAT-_gen03,AlphaGo-128_g20_e6_20250325-192808,13,12,0
NEAT-_gen03,AlphaGo-64_g100_e5_20250509-080406,11,14,0
NEAT-_gen03,AlphaGo-64_g10_e3_20250325-192146,15,10,0
NEAT-_gen03,AlphaGo-64_g10_e3_20250325-192808,12,13,0
NEAT-_gen03,AlphaGo-128_g20_e6_20250325-192621,16,9,0
NEAT-_gen03,AlphaGo-256_g2000_e20_20250509-080407,10,15,0
NEAT-_gen03,AlphaGo-64_g100_e5_20250509-072802,17,8,0
NEAT-_gen03,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,11,14,0
NEAT-_gen03,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,15,10,0
NEAT-_gen09,NEAT-_gen25,15,10,0
NEAT-_gen09,NEAT-_gen04,10,15,0
NEAT-_gen09,NEAT-_gen12,10,15,0
NEAT-_gen09,NEAT-_gen15,13,12,0
NEAT-_gen09,NEAT-_gen21,15,10,0
NEAT-_gen09,NEAT-_gen11,19,6,0
NEAT-_gen09,NEAT-_gen07,15,10,0
NEAT-_gen09,NEAT-_gen22,13,12,0
NEAT-_gen09,NEAT-_gen23,16,9,0
NEAT-_gen09,NEAT-_gen05,15,10,0
NEAT-_gen09,NEAT-_gen06,14,11,0
NEAT-_gen09,NEAT-_gen28,11,14,0
NEAT-_gen09,NEAT-_gen30,16,9,0
NEAT-_gen09,NEAT-_gen13,16,9,0
NEAT-_gen09,NEAT-_gen19,15,10,0
NEAT-_gen09,NEAT-_gen26,14,11,0
NEAT-_gen09,NEAT-_gen27,14,11,0
NEAT-_gen09,NEAT-_gen29,9,16,0
NEAT-_gen09,NEAT-_gen17,14,11,0
NEAT-_gen09,NEAT-_gen20,15,10,0
NEAT-_gen09,NEAT-_gen01_extended_20250510-091729,15,10,0
NEAT-_gen09,NEAT-_gen03_extended_20250510-091729,16,9,0
NEAT-_gen09,NEAT-_gen09_extended_20250510-091729,11,14,0
NEAT-_gen09,NEAT-_gen15_extended_20250510-091729,13,12,0
NEAT-_gen09,NEAT-_gen24_extended_20250510-091729,13,12,0
NEAT-_gen09,AlphaGo-64_g10_e3_20250325-192621,13,12,0
NEAT-_gen09,AlphaGo-128_g1000_e10_20250509-072804,10,15,0
NEAT-_gen09,AlphaGo-128_g20_e6_20250325-192146,14,11,0
NEAT-_gen09,AlphaGo-128_g20_e6_20250325-192808,8,17,0
NEAT-_gen09,AlphaGo-64_g100_e5_20250509-080406,15,10,0
NEAT-_gen09,AlphaGo-64_g10_e3_20250325-192146,20,5,0
NEAT-_gen09,AlphaGo-64_g10_e3_20250325-192808,13,12,0
NEAT-_gen09,AlphaGo-128_g20_e6_20250325-192621,9,16,0
NEAT-_gen09,AlphaGo-256_g2000_e20_20250509-080407,11,14,0
NEAT-_gen09,AlphaGo-64_g100_e5_20250509-072802,10,15,0
NEAT-_gen09,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,13,12,0
NEAT-_gen09,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,11,14,0
NEAT-_gen25,NEAT-_gen04,16,9,0
NEAT-_gen25,NEAT-_gen12,13,12,0
NEAT-_gen25,NEAT-_gen15,9,16,0
NEAT-_gen25,NEAT-_gen21,12,13,0
NEAT-_gen25,NEAT-_gen11,15,10,0
NEAT-_gen25,NEAT-_gen07,14,11,0
NEAT-_gen25,NEAT-_gen22,11,14,0
NEAT-_gen25,NEAT-_gen23,17,8,0
NEAT-_gen25,NEAT-_gen05,13,12,0
NEAT-_gen25,NEAT-_gen06,18,7,0
NEAT-_gen25,NEAT-_gen28,14,11,0
NEAT-_gen25,NEAT-_gen30,13,12,0
NEAT-_gen25,NEAT-_gen13,20,5,0
NEAT-_gen25,NEAT-_gen19,13,12,0
NEAT-_gen25,NEAT-_gen26,12,13,0
NEAT-_gen25,NEAT-_gen27,15,10,0
NEAT-_gen25,NEAT-_gen29,13,12,0
NEAT-_gen25,NEAT-_gen17,14,11,0
NEAT-_gen25,NEAT-_gen20,15,10,0
NEAT-_gen25,NEAT-_gen01_extended_20250510-091729,13,12,0
NEAT-_gen25,NEAT-_gen03_extended_20250510-091729,12,13,0
NEAT-_gen25,NEAT-_gen09_extended_20250510-091729,11,14,0
NEAT-_gen25,NEAT-_gen15_extended_20250510-091729,15,10,0
NEAT-_gen25,NEAT-_gen24_extended_20250510-091729,15,10,0
NEAT-_gen25,AlphaGo-64_g10_e3_20250325-192621,12,13,0
NEAT-_gen25,AlphaGo-128_g1000_e10_20250509-072804,12,13,0
NEAT-_gen25,AlphaGo-128_g20_e6_20250325-192146,12,13,0
NEAT-_gen25,AlphaGo-128_g20_e6_20250325-192808,12,13,0
NEAT-_gen25,AlphaGo-64_g100_e5_20250509-080406,13,12,0
NEAT-_gen25,AlphaGo-64_g10_e3_20250325-192146,16,9,0
NEAT-_gen25,AlphaGo-64_g10_e3_20250325-192808,14,11,0
NEAT-_gen25,AlphaGo-128_g20_e6_20250325-192621,15,10,0
NEAT-_gen25,AlphaGo-256_g2000_e20_20250509-080407,16,9,0
NEAT-_gen25,AlphaGo-64_g100_e5_20250509-072802,15,10,0
NEAT-_gen25,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,14,11,0
NEAT-_gen25,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,12,13,0
NEAT-_gen04,NEAT-_gen12,13,12,0
NEAT-_gen04,NEAT-_gen15,15,10,0
NEAT-_gen04,NEAT-_gen21,13,12,0
NEAT-_gen04,NEAT-_gen11,14,11,0
NEAT-_gen04,NEAT-_gen07,12,13,0
NEAT-_gen04,NEAT-_gen22,12,13,0
NEAT-_gen04,NEAT-_gen23,11,14,0
NEAT-_gen04,NEAT-_gen05,11,14,0
NEAT-_gen04,NEAT-_gen06,6,19,0
NEAT-_gen04,NEAT-_gen28,14,11,0
NEAT-_gen04,NEAT-_gen30,17,8,0
NEAT-_gen04,NEAT-_gen13,6,19,0
NEAT-_gen04,NEAT-_gen19,14,11,0
NEAT-_gen04,NEAT-_gen26,7,18,0
NEAT-_gen04,NEAT-_gen27,13,12,0
NEAT-_gen04,NEAT-_gen29,12,13,0
NEAT-_gen04,NEAT-_gen17,12,13,0
NEAT-_gen04,NEAT-_gen20,11,14,0
NEAT-_gen04,NEAT-_gen01_extended_20250510-091729,14,11,0
NEAT-_gen04,NEAT-_gen03_extended_20250510-091729,14,11,0
NEAT-_gen04,NEAT-_gen09_extended_20250510-091729,11,14,0
NEAT-_gen04,NEAT-_gen15_extended_20250510-091729,16,9,0
NEAT-_gen04,NEAT-_gen24_extended_20250510-091729,10,15,0
NEAT-_gen04,AlphaGo-64_g10_e3_20250325-192621,15,10,0
NEAT-_gen04,AlphaGo-128_g1000_e10_20250509-072804,9,16,0
NEAT-_gen04,AlphaGo-128_g20_e6_20250325-192146,13,12,0
NEAT-_gen04,AlphaGo-128_g20_e6_20250325-192808,13,12,0
NEAT-_gen04,AlphaGo-64_g100_e5_20250509-080406,10,15,0
NEAT-_gen04,AlphaGo-64_g10_e3_20250325-192146,14,11,0
NEAT-_gen04,AlphaGo-64_g10_e3_20250325-192808,17,8,0
NEAT-_gen04,AlphaGo-128_g20_e6_20250325-192621,13,12,0
NEAT-_gen04,AlphaGo-256_g2000_e20_20250509-080407,10,15,0
NEAT-_gen04,AlphaGo-64_g100_e5_20250509-072802,12,13,0
NEAT-_gen04,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,13,12,0
NEAT-_gen04,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,15,10,0
NEAT-_gen12,NEAT-_gen15,14,11,0
NEAT-_gen12,NEAT-_gen21,15,10,0
NEAT-_gen12,NEAT-_gen11,17,8,0
NEAT-_gen12,NEAT-_gen07,16,9,0
NEAT-_gen12,NEAT-_gen22,8,17,0
NEAT-_gen12,NEAT-_gen23,8,17,0
NEAT-_gen12,NEAT-_gen05,9,16,0
NEAT-_gen12,NEAT-_gen06,9,16,0
NEAT-_gen12,NEAT-_gen28,16,9,0
NEAT-_gen12,NEAT-_gen30,10,15,0
NEAT-_gen12,NEAT-_gen13,12,13,0
NEAT-_gen12,NEAT-_gen19,12,13,0
NEAT-_gen12,NEAT-_gen26,14,11,0
NEAT-_gen12,NEAT-_gen27,8,17,0
NEAT-_gen12,NEAT-_gen29,18,7,0
NEAT-_gen12,NEAT-_gen17,12,13,0
NEAT-_gen12,NEAT-_gen20,14,11,0
NEAT-_gen12,NEAT-_gen01_extended_20250510-091729,14,11,0
NEAT-_gen12,NEAT-_gen03_extended_20250510-091729,11,14,0
NEAT-_gen12,NEAT-_gen09_extended_20250510-091729,12,13,0
NEAT-_gen12,NEAT-_gen15_extended_20250510-091729,12,13,0
NEAT-_gen12,NEAT-_gen24_extended_20250510-091729,15,10,0
NEAT-_gen12,AlphaGo-64_g10_e3_20250325-192621,16,9,0
NEAT-_gen12,AlphaGo-128_g1000_e10_20250509-072804,13,12,0
NEAT-_gen12,AlphaGo-128_g20_e6_20250325-192146,12,13,0
NEAT-_gen12,AlphaGo-128_g20_e6_20250325-192808,11,14,0
NEAT-_gen12,AlphaGo-64_g100_e5_20250509-080406,10,15,0
NEAT-_gen12,AlphaGo-64_g10_e3_20250325-192146,14,11,0
NEAT-_gen12,AlphaGo-64_g10_e3_20250325-192808,14,11,0
NEAT-_gen12,AlphaGo-128_g20_e6_20250325-192621,14,11,0
NEAT-_gen12,AlphaGo-256_g2000_e20_20250509-080407,10,15,0
NEAT-_gen12,AlphaGo-64_g100_e5_20250509-072802,9,16,0
NEAT-_gen12,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,8,17,0
NEAT-_gen12,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,12,13,0
NEAT-_gen15,NEAT-_gen21,13,12,0
NEAT-_gen15,NEAT-_gen11,16,9,0
NEAT-_gen15,NEAT-_gen07,14,11,0
NEAT-_gen15,NEAT-_gen22,13,12,0
NEAT-_gen15,NEAT-_gen23,10,15,0
NEAT-_gen15,NEAT-_gen05,15,10,0
NEAT-_gen15,NEAT-_gen06,11,14,0
NEAT-_gen15,NEAT-_gen28,14,11,0
NEAT-_gen15,NEAT-_gen30,12,13,0
NEAT-_gen15,NEAT-_gen13,12,13,0
NEAT-_gen15,NEAT-_gen19,12,13,0
NEAT-_gen15,NEAT-_gen26,15,10,0
NEAT-_gen15,NEAT-_gen27,13,12,0
NEAT-_gen15,NEAT-_gen29,10,15,0
NEAT-_gen15,NEAT-_gen17,10,15,0
NEAT-_gen15,NEAT-_gen20,13,12,0
NEAT-_gen15,NEAT-_gen01_extended_20250510-091729,15,10,0
NEAT-_gen15,NEAT-_gen03_extended_20250510-091729,16,9,0
NEAT-_gen15,NEAT-_gen09_extended_20250510-091729,7,18,0
NEAT-_gen15,NEAT-_gen15_extended_20250510-091729,14,11,0
NEAT-_gen15,NEAT-_gen24_extended_20250510-091729,13,12,0
NEAT-_gen15,AlphaGo-64_g10_e3_20250325-192621,10,15,0
NEAT-_gen15,AlphaGo-128_g1000_e10_20250509-072804,15,10,0
NEAT-_gen15,AlphaGo-128_g20_e6_20250325-192146,16,9,0
NEAT-_gen15,AlphaGo-128_g20_e6_20250325-192808,16,9,0
NEAT-_gen15,AlphaGo-64_g100_e5_20250509-080406,13,12,0
NEAT-_gen15,AlphaGo-64_g10_e3_20250325-192146,15,10,0
NEAT-_gen15,AlphaGo-64_g10_e3_20250325-192808,20,5,0
NEAT-_gen15,AlphaGo-128_g20_e6_20250325-192621,13,12,0
NEAT-_gen15,AlphaGo-256_g2000_e20_20250509-080407,16,9,0
NEAT-_gen15,AlphaGo-64_g100_e5_20250509-072802,16,9,0
NEAT-_gen15,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,7,18,0
NEAT-_gen15,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,13,12,0
NEAT-_gen21,NEAT-_gen11,8,17,0
NEAT-_gen21,NEAT-_gen07,14,11,0
NEAT-_gen21,NEAT-_gen22,12,13,0
NEAT-_gen21,NEAT-_gen23,10,15,0
NEAT-_gen21,NEAT-_gen05,8,17,0
NEAT-_gen21,NEAT-_gen06,15,10,0
NEAT-_gen21,NEAT-_gen28,10,15,0
NEAT-_gen21,NEAT-_gen30,14,11,0
NEAT-_gen21,NEAT-_gen13,10,15,0
NEAT-_gen21,NEAT-_gen19,13,12,0
NEAT-_gen21,NEAT-_gen26,12,13,0
NEAT-_gen21,NEAT-_gen27,12,13,0
NEAT-_gen21,NEAT-_gen29,14,11,0
NEAT-_gen21,NEAT-_gen17,12,13,0
NEAT-_gen21,NEAT-_gen20,14,11,0
NEAT-_gen21,NEAT-_gen01_extended_20250510-091729,12,13,0
NEAT-_gen21,NEAT-_gen03_extended_20250510-091729,10,15,0
NEAT-_gen21,NEAT-_gen09_extended_20250510-091729,15,10,0
NEAT-_gen21,NEAT-_gen15_extended_20250510-091729,13,12,0
NEAT-_gen21,NEAT-_gen24_extended_20250510-091729,14,11,0
NEAT-_gen21,AlphaGo-64_g10_e3_20250325-192621,11,14,0
NEAT-_gen21,AlphaGo-128_g1000_e10_20250509-072804,13,12,0
NEAT-_gen21,AlphaGo-128_g20_e6_20250325-192146,8,17,0
NEAT-_gen21,AlphaGo-128_g20_e6_20250325-192808,15,10,0
NEAT-_gen21,AlphaGo-64_g100_e5_20250509-080406,11,14,0
NEAT-_gen21,AlphaGo-64_g10_e3_20250325-192146,14,11,0
NEAT-_gen21,AlphaGo-64_g10_e3_20250325-192808,15,10,0
NEAT-_gen21,AlphaGo-128_g20_e6_20250325-192621,12,13,0
NEAT-_gen21,AlphaGo-256_g2000_e20_20250509-080407,12,13,0
NEAT-_gen21,AlphaGo-64_g100_e5_20250509-072802,12,13,0
NEAT-_gen21,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,10,15,0
NEAT-_gen21,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,12,13,0
NEAT-_gen11,NEAT-_gen07,12,13,0
NEAT-_gen11,NEAT-_gen22,14,11,0
NEAT-_gen11,NEAT-_gen23,8,17,0
NEAT-_gen11,NEAT-_gen05,11,14,0
NEAT-_gen11,NEAT-_gen06,8,17,0
NEAT-_gen11,NEAT-_gen28,10,15,0
NEAT-_gen11,NEAT-_gen30,14,11,0
NEAT-_gen11,NEAT-_gen13,15,10,0
NEAT-_gen11,NEAT-_gen19,14,11,0
NEAT-_gen11,NEAT-_gen26,7,18,0
NEAT-_gen11,NEAT-_gen27,15,10,0
NEAT-_gen11,NEAT-_gen29,8,17,0
NEAT-_gen11,NEAT-_gen17,12,13,0
NEAT-_gen11,NEAT-_gen20,13,12,0
NEAT-_gen11,NEAT-_gen01_extended_20250510-091729,16,9,0
NEAT-_gen11,NEAT-_gen03_extended_20250510-091729,17,8,0
NEAT-_gen11,NEAT-_gen09_extended_20250510-091729,9,16,0
NEAT-_gen11,NEAT-_gen15_extended_20250510-091729,13,12,0
NEAT-_gen11,NEAT-_gen24_extended_20250510-091729,15,10,0
NEAT-_gen11,AlphaGo-64_g10_e3_20250325-192621,12,13,0
NEAT-_gen11,AlphaGo-128_g1000_e10_20250509-072804,16,9,0
NEAT-_gen11,AlphaGo-128_g20_e6_20250325-192146,11,14,0
NEAT-_gen11,AlphaGo-128_g20_e6_20250325-192808,10,15,0
NEAT-_gen11,AlphaGo-64_g100_e5_20250509-080406,14,11,0
NEAT-_gen11,AlphaGo-64_g10_e3_20250325-192146,15,10,0
NEAT-_gen11,AlphaGo-64_g10_e3_20250325-192808,14,11,0
NEAT-_gen11,AlphaGo-128_g20_e6_20250325-192621,19,6,0
NEAT-_gen11,AlphaGo-256_g2000_e20_20250509-080407,10,15,0
NEAT-_gen11,AlphaGo-64_g100_e5_20250509-072802,11,14,0
NEAT-_gen11,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,11,14,0
NEAT-_gen11,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,12,13,0
NEAT-_gen07,NEAT-_gen22,10,15,0
NEAT-_gen07,NEAT-_gen23,12,13,0
NEAT-_gen07,NEAT-_gen05,11,14,0
NEAT-_gen07,NEAT-_gen06,7,18,0
NEAT-_gen07,NEAT-_gen28,8,17,0
NEAT-_gen07,NEAT-_gen30,13,12,0
NEAT-_gen07,NEAT-_gen13,16,9,0
NEAT-_gen07,NEAT-_gen19,14,11,0
NEAT-_gen07,NEAT-_gen26,11,14,0
NEAT-_gen07,NEAT-_gen27,13,12,0
NEAT-_gen07,NEAT-_gen29,11,14,0
NEAT-_gen07,NEAT-_gen17,14,11,0
NEAT-_gen07,NEAT-_gen20,11,14,0
NEAT-_gen07,NEAT-_gen01_extended_20250510-091729,12,13,0
NEAT-_gen07,NEAT-_gen03_extended_20250510-091729,16,9,0
NEAT-_gen07,NEAT-_gen09_extended_20250510-091729,9,16,0
NEAT-_gen07,NEAT-_gen15_extended_20250510-091729,15,10,0
NEAT-_gen07,NEAT-_gen24_extended_20250510-091729,10,15,0
NEAT-_gen07,AlphaGo-64_g10_e3_20250325-192621,13,12,0
NEAT-_gen07,AlphaGo-128_g1000_e10_20250509-072804,11,14,0
NEAT-_gen07,AlphaGo-128_g20_e6_20250325-192146,14,11,0
NEAT-_gen07,AlphaGo-128_g20_e6_20250325-192808,9,16,0
NEAT-_gen07,AlphaGo-64_g100_e5_20250509-080406,10,15,0
NEAT-_gen07,AlphaGo-64_g10_e3_20250325-192146,11,14,0
NEAT-_gen07,AlphaGo-64_g10_e3_20250325-192808,12,13,0
NEAT-_gen07,AlphaGo-128_g20_e6_20250325-192621,9,16,0
NEAT-_gen07,AlphaGo-256_g2000_e20_20250509-080407,15,10,0
NEAT-_gen07,AlphaGo-64_g100_e5_20250509-072802,11,14,0
NEAT-_gen07,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,12,13,0
NEAT-_gen07,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,10,15,0
NEAT-_gen22,NEAT-_gen23,15,10,0
NEAT-_gen22,NEAT-_gen05,6,19,0
NEAT-_gen22,NEAT-_gen06,15,10,0
NEAT-_gen22,NEAT-_gen28,9,16,0
NEAT-_gen22,NEAT-_gen30,15,10,0
NEAT-_gen22,NEAT-_gen13,15,10,0
NEAT-_gen22,NEAT-_gen19,15,10,0
NEAT-_gen22,NEAT-_gen26,15,10,0
NEAT-_gen22,NEAT-_gen27,15,10,0
NEAT-_gen22,NEAT-_gen29,12,13,0
NEAT-_gen22,NEAT-_gen17,11,14,0
NEAT-_gen22,NEAT-_gen20,11,14,0
NEAT-_gen22,NEAT-_gen01_extended_20250510-091729,12,13,0
NEAT-_gen22,NEAT-_gen03_extended_20250510-091729,13,12,0
NEAT-_gen22,NEAT-_gen09_extended_20250510-091729,12,13,0
NEAT-_gen22,NEAT-_gen15_extended_20250510-091729,11,14,0
NEAT-_gen22,NEAT-_gen24_extended_20250510-091729,11,14,0
NEAT-_gen22,AlphaGo-64_g10_e3_20250325-192621,11,14,0
NEAT-_gen22,AlphaGo-128_g1000_e10_20250509-072804,16,9,0
NEAT-_gen22,AlphaGo-128_g20_e6_20250325-192146,11,14,0
NEAT-_gen22,AlphaGo-128_g20_e6_20250325-192808,14,11,0
NEAT-_gen22,AlphaGo-64_g100_e5_20250509-080406,16,9,0
NEAT-_gen22,AlphaGo-64_g10_e3_20250325-192146,14,11,0
NEAT-_gen22,AlphaGo-64_g10_e3_20250325-192808,16,9,0
NEAT-_gen22,AlphaGo-128_g20_e6_20250325-192621,10,15,0
NEAT-_gen22,AlphaGo-256_g2000_e20_20250509-080407,10,15,0
NEAT-_gen22,AlphaGo-64_g100_e5_20250509-072802,13,12,0
NEAT-_gen22,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,14,11,0
NEAT-_gen22,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,15,10,0
NEAT-_gen23,NEAT-_gen05,10,15,0
NEAT-_gen23,NEAT-_gen06,15,10,0
NEAT-_gen23,NEAT-_gen28,15,10,0
NEAT-_gen23,NEAT-_gen30,10,15,0
NEAT-_gen23,NEAT-_gen13,15,10,0
NEAT-_gen23,NEAT-_gen19,11,14,0
NEAT-_gen23,NEAT-_gen26,15,10,0
NEAT-_gen23,NEAT-_gen27,13,12,0
NEAT-_gen23,NEAT-_gen29,16,9,0
NEAT-_gen23,NEAT-_gen17,10,15,0
NEAT-_gen23,NEAT-_gen20,11,14,0
NEAT-_gen23,NEAT-_gen01_extended_20250510-091729,13,12,0
NEAT-_gen23,NEAT-_gen03_extended_20250510-091729,7,18,0
NEAT-_gen23,NEAT-_gen09_extended_20250510-091729,12,13,0
NEAT-_gen23,NEAT-_gen15_extended_20250510-091729,8,17,0
NEAT-_gen23,NEAT-_gen24_extended_20250510-091729,13,12,0
NEAT-_gen23,AlphaGo-64_g10_e3_20250325-192621,15,10,0
NEAT-_gen23,AlphaGo-128_g1000_e10_20250509-072804,12,13,0
NEAT-_gen23,AlphaGo-128_g20_e6_20250325-192146,11,14,0
NEAT-_gen23,AlphaGo-128_g20_e6_20250325-192808,18,7,0
NEAT-_gen23,AlphaGo-64_g100_e5_20250509-080406,14,11,0
NEAT-_gen23,AlphaGo-64_g10_e3_20250325-192146,10,15,0
NEAT-_gen23,AlphaGo-64_g10_e3_20250325-192808,18,7,0
NEAT-_gen23,AlphaGo-128_g20_e6_20250325-192621,16,9,0
NEAT-_gen23,AlphaGo-256_g2000_e20_20250509-080407,10,15,0
NEAT-_gen23,AlphaGo-64_g100_e5_20250509-072802,11,14,0
NEAT-_gen23,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,17,8,0
NEAT-_gen23,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,14,11,0
NEAT-_gen05,NEAT-_gen06,7,18,0
NEAT-_gen05,NEAT-_gen28,15,10,0
NEAT-_gen05,NEAT-_gen30,14,11,0
NEAT-_gen05,NEAT-_gen13,12,13,0
NEAT-_gen05,NEAT-_gen19,17,8,0
NEAT-_gen05,NEAT-_gen26,13,12,0
NEAT-_gen05,NEAT-_gen27,18,7,0
NEAT-_gen05,NEAT-_gen29,12,13,0
NEAT-_gen05,NEAT-_gen17,16,9,0
NEAT-_gen05,NEAT-_gen20,14,11,0
NEAT-_gen05,NEAT-_gen01_extended_20250510-091729,16,9,0
NEAT-_gen05,NEAT-_gen03_extended_20250510-091729,17,8,0
NEAT-_gen05,NEAT-_gen09_extended_20250510-091729,20,5,0
NEAT-_gen05,NEAT-_gen15_extended_20250510-091729,14,11,0
NEAT-_gen05,NEAT-_gen24_extended_20250510-091729,13,12,0
NEAT-_gen05,AlphaGo-64_g10_e3_20250325-192621,13,12,0
NEAT-_gen05,AlphaGo-128_g1000_e10_20250509-072804,16,9,0
NEAT-_gen05,AlphaGo-128_g20_e6_20250325-192146,17,8,0
NEAT-_gen05,AlphaGo-128_g20_e6_20250325-192808,10,15,0
NEAT-_gen05,AlphaGo-64_g100_e5_20250509-080406,10,15,0
NEAT-_gen05,AlphaGo-64_g10_e3_20250325-192146,13,12,0
NEAT-_gen05,AlphaGo-64_g10_e3_20250325-192808,19,6,0
NEAT-_gen05,AlphaGo-128_g20_e6_20250325-192621,18,7,0
NEAT-_gen05,AlphaGo-256_g2000_e20_20250509-080407,17,8,0
NEAT-_gen05,AlphaGo-64_g100_e5_20250509-072802,18,7,0
NEAT-_gen05,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,11,14,0
NEAT-_gen05,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,16,9,0
NEAT-_gen06,NEAT-_gen28,8,17,0
NEAT-_gen06,NEAT-_gen30,12,13,0
NEAT-_gen06,NEAT-_gen13,16,9,0
NEAT-_gen06,NEAT-_gen19,16,9,0
NEAT-_gen06,NEAT-_gen26,11,14,0
NEAT-_gen06,NEAT-_gen27,17,8,0
NEAT-_gen06,NEAT-_gen29,12,13,0
NEAT-_gen06,NEAT-_gen17,11,14,0
NEAT-_gen06,NEAT-_gen20,16,9,0
NEAT-_gen06,NEAT-_gen01_extended_20250510-091729,15,10,0
NEAT-_gen06,NEAT-_gen03_extended_20250510-091729,11,14,0
NEAT-_gen06,NEAT-_gen09_extended_20250510-091729,9,16,0
NEAT-_gen06,NEAT-_gen15_extended_20250510-091729,12,13,0
NEAT-_gen06,NEAT-_gen24_extended_20250510-091729,20,5,0
NEAT-_gen06,AlphaGo-64_g10_e3_20250325-192621,5,20,0
NEAT-_gen06,AlphaGo-128_g1000_e10_20250509-072804,9,16,0
NEAT-_gen06,AlphaGo-128_g20_e6_20250325-192146,8,17,0
NEAT-_gen06,AlphaGo-128_g20_e6_20250325-192808,13,12,0
NEAT-_gen06,AlphaGo-64_g100_e5_20250509-080406,10,15,0
NEAT-_gen06,AlphaGo-64_g10_e3_20250325-192146,10,15,0
NEAT-_gen06,AlphaGo-64_g10_e3_20250325-192808,14,11,0
NEAT-_gen06,AlphaGo-128_g20_e6_20250325-192621,14,11,0
NEAT-_gen06,AlphaGo-256_g2000_e20_20250509-080407,11,14,0
NEAT-_gen06,AlphaGo-64_g100_e5_20250509-072802,11,14,0
NEAT-_gen06,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,15,10,0
NEAT-_gen06,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,8,17,0
NEAT-_gen28,NEAT-_gen30,15,10,0
NEAT-_gen28,NEAT-_gen13,11,14,0
NEAT-_gen28,NEAT-_gen19,14,11,0
NEAT-_gen28,NEAT-_gen26,11,14,0
NEAT-_gen28,NEAT-_gen27,13,12,0
NEAT-_gen28,NEAT-_gen29,11,14,0
NEAT-_gen28,NEAT-_gen17,13,12,0
NEAT-_gen28,NEAT-_gen20,9,16,0
NEAT-_gen28,NEAT-_gen01_extended_20250510-091729,10,15,0
NEAT-_gen28,NEAT-_gen03_extended_20250510-091729,12,13,0
NEAT-_gen28,NEAT-_gen09_extended_20250510-091729,10,15,0
NEAT-_gen28,NEAT-_gen15_extended_20250510-091729,14,11,0
NEAT-_gen28,NEAT-_gen24_extended_20250510-091729,17,8,0
NEAT-_gen28,AlphaGo-64_g10_e3_20250325-192621,14,11,0
NEAT-_gen28,AlphaGo-128_g1000_e10_20250509-072804,9,16,0
NEAT-_gen28,AlphaGo-128_g20_e6_20250325-192146,10,15,0
NEAT-_gen28,AlphaGo-128_g20_e6_20250325-192808,12,13,0
NEAT-_gen28,AlphaGo-64_g100_e5_20250509-080406,11,14,0
NEAT-_gen28,AlphaGo-64_g10_e3_20250325-192146,10,15,0
NEAT-_gen28,AlphaGo-64_g10_e3_20250325-192808,19,6,0
NEAT-_gen28,AlphaGo-128_g20_e6_20250325-192621,10,15,0
NEAT-_gen28,AlphaGo-256_g2000_e20_20250509-080407,7,18,0
NEAT-_gen28,AlphaGo-64_g100_e5_20250509-072802,6,19,0
NEAT-_gen28,AlphaGo-128_g20_e6_20250325-192621_extended_20250510-091729,7,18,0
NEAT-_gen28,AlphaGo-64_g100_e5_20250509-072802_extended_20250510-091729,15,10,0
NEAT-_gen30,NEAT-_gen13,11,14,0
NEAT-_gen30,NEAT-_gen19,13,12,0
NEAT-_gen30,NEAT-_gen26,10,15,0
NEAT-_gen30,NEAT-_gen27,14,11,0
NEAT-_gen30,NEAT-_gen29,13,12,0
NEAT-_gen30,NEAT-_gen17,12,13,0
NEAT-_gen30,NEAT-_gen20,11,14,0
NEAT-_gen30,NEAT-_gen01_extended_20250510-091729,15,10,0
